date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2025-01-07,2025-01-07_11_11_22_(18625)_mackerel_input.jpeg,(18625)_(2),2,[    0.95091      0.9538],Good,Good,0.7451168
2025-01-07,2025-01-07_10_52_45_(18543)_mackerel_input.jpeg,(18543)_(1),2,[    0.95428     0.94343],Good,Good,0.3955868
2025-01-07,2025-01-07_10_52_45_(18543)_mackerel_input.jpeg,(18543)_(2),2,[    0.95428     0.94343],Good,Bad,Softness-0.032106053084135056
2025-01-07,2025-01-07_10_56_47_(18561)_mackerel_input.jpeg,(18561)_(1),2,[    0.94695     0.93819],Good,Good,0.93832856
2025-01-07,2025-01-07_10_56_47_(18561)_mackerel_input.jpeg,(18561)_(2),2,[    0.94695     0.93819],Good,Good,0.88124615
2025-01-07,2025-01-07_10_54_36_(18551)_mackerel_input.jpeg,(18551)_(1),2,[    0.96527     0.95872],Good,Good,0.7009493
2025-01-07,2025-01-07_10_54_36_(18551)_mackerel_input.jpeg,(18551)_(2),2,[    0.96527     0.95872],Good,Good,0.71908355
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(1),2,[    0.94048     0.95085],Good,Good,0.9681922
2025-01-07,2025-01-07_11_12_24_(18631)_mackerel_input.jpeg,(18631)_(2),2,[    0.94048     0.95085],Good,Good,0.84485376
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(1),2,[    0.95413     0.95218],Good,Good,0.9590979
2025-01-07,2025-01-07_11_01_23_(18582)_mackerel_input.jpeg,(18582)_(2),2,[    0.95413     0.95218],Good,Good,0.7972137
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(1),2,[    0.95485     0.94531],Good,Good,0.89645875
2025-01-07,2025-01-07_11_06_14_(18608)_mackerel_input.jpeg,(18608)_(2),2,[    0.95485     0.94531],Good,Good,0.8623912
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(1),2,[    0.93737       0.948],Good,Good,0.6401789
2025-01-07,2025-01-07_11_04_24_(18597)_mackerel_input.jpeg,(18597)_(2),2,[    0.93737       0.948],Good,Good,0.93794984
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(1),2,[    0.95712     0.95394],Good,Good,0.89250964
2025-01-07,2025-01-07_11_03_10_(18591)_mackerel_input.jpeg,(18591)_(2),2,[    0.95712     0.95394],Good,Good,0.92730844
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(1),2,[    0.94259     0.94537],Good,Good,0.91966975
2025-01-07,2025-01-07_11_06_49_(18611)_mackerel_input.jpeg,(18611)_(2),2,[    0.94259     0.94537],Good,Good,0.48768994
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(1),2,[    0.95352     0.94741],Good,Good,0.94811416
2025-01-07,2025-01-07_11_10_26_(18620)_mackerel_input.jpeg,(18620)_(2),2,[    0.95352     0.94741],Good,Good,0.8549475
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(1),2,[    0.95325     0.94057],Good,Good,0.9483396
2025-01-07,2025-01-07_11_10_36_(18621)_mackerel_input.jpeg,(18621)_(2),2,[    0.95325     0.94057],Good,Good,0.9725964
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(1),2,[    0.96004     0.94714],Good,Good,0.9875183
2025-01-07,2025-01-07_11_00_49_(18578)_mackerel_input.jpeg,(18578)_(2),2,[    0.96004     0.94714],Good,Good,0.93040615
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(1),2,[    0.94116     0.95616],Good,Good,0.9296299
2025-01-07,2025-01-07_11_01_14_(18581)_mackerel_input.jpeg,(18581)_(2),2,[    0.94116     0.95616],Good,Good,0.9839287
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(1),2,[    0.94492     0.94962],Good,Good,0.5393059
2025-01-07,2025-01-07_10_56_54_(18562)_mackerel_input.jpeg,(18562)_(2),2,[    0.94492     0.94962],Good,Good,0.77209425
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(1),2,[    0.94997     0.92603],Good,Good,0.88899124
2025-01-07,2025-01-07_11_01_40_(18584)_mackerel_input.jpeg,(18584)_(2),2,[    0.94997     0.92603],Good,Good,0.51960295
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(1),2,[    0.94828     0.94767],Good,Good,0.49629566
2025-01-07,2025-01-07_10_58_43_(18568)_mackerel_input.jpeg,(18568)_(2),2,[    0.94828     0.94767],Good,Good,0.7822182
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(1),2,[      0.944     0.94957],Good,Good,0.89163345
2025-01-07,2025-01-07_10_59_01_(18570)_mackerel_input.jpeg,(18570)_(2),2,[      0.944     0.94957],Good,Good,0.7745677
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(1),2,[    0.95187     0.94953],Good,Good,0.7319629
2025-01-07,2025-01-07_10_55_13_(18556)_mackerel_input.jpeg,(18556)_(2),2,[    0.95187     0.94953],Good,Good,0.8337214
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(1),2,[    0.95156     0.95168],Good,Good,0.914771
2025-01-07,2025-01-07_11_11_00_(18623)_mackerel_input.jpeg,(18623)_(2),2,[    0.95156     0.95168],Good,Good,0.6084215
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(1),2,[    0.93371     0.93734],Good,Good,0.92087543
2025-01-07,2025-01-07_11_10_14_(18619)_mackerel_input.jpeg,(18619)_(2),2,[    0.93371     0.93734],Good,Good,0.9672202
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(1),2,[    0.94593     0.95474],Good,Good,0.90822554
2025-01-07,2025-01-07_10_57_20_(18564)_mackerel_input.jpeg,(18564)_(2),2,[    0.94593     0.95474],Good,Good,0.91655004
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(1),2,[     0.9376     0.95259],Good,Good,0.34212273
2025-01-07,2025-01-07_10_56_29_(18559)_mackerel_input.jpeg,(18559)_(2),2,[     0.9376     0.95259],Good,Good,0.9268325
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(1),2,[    0.94782     0.94196],Good,Good,0.8929127
2025-01-07,2025-01-07_10_53_08_(18546)_mackerel_input.jpeg,(18546)_(2),2,[    0.94782     0.94196],Good,Good,0.8111057
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(1),2,[    0.94587     0.94534],Good,Good,0.91781527
2025-01-07,2025-01-07_10_59_47_(18575)_mackerel_input.jpeg,(18575)_(2),2,[    0.94587     0.94534],Good,Good,0.97690356
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(1),2,[    0.94179     0.93521],Good,Good,0.9425696
2025-01-07,2025-01-07_11_00_05_(18577)_mackerel_input.jpeg,(18577)_(2),2,[    0.94179     0.93521],Good,Good,0.8217868
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(1),2,[    0.94912     0.94923],Good,Good,0.57403445
2025-01-07,2025-01-07_11_00_58_(18579)_mackerel_input.jpeg,(18579)_(2),2,[    0.94912     0.94923],Good,Good,0.6574751
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(1),2,[    0.92352     0.93964],Good,Good,0.5280972
2025-01-07,2025-01-07_10_51_26_(18541)_mackerel_input.jpeg,(18541)_(2),2,[    0.92352     0.93964],Good,Bad,Softness-0.07505784183740616
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(1),2,[    0.96202     0.94268],Good,Good,0.9378096
2025-01-07,2025-01-07_11_06_37_(18610)_mackerel_input.jpeg,(18610)_(2),2,[    0.96202     0.94268],Good,Good,0.66835725
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(1),2,[    0.95066     0.94501],Good,Good,0.40178415
2025-01-07,2025-01-07_10_53_33_(18549)_mackerel_input.jpeg,(18549)_(2),2,[    0.95066     0.94501],Good,Bad,Softness-0.14000529050827026
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(1),2,[    0.94384     0.94142],Good,Good,0.831675
2025-01-07,2025-01-07_11_14_04_(18641)_mackerel_input.jpeg,(18641)_(2),2,[    0.94384     0.94142],Good,Good,0.91731244
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(1),2,[    0.95631     0.94952],Good,Good,0.9924287
2025-01-07,2025-01-07_11_12_52_(18634)_mackerel_input.jpeg,(18634)_(2),2,[    0.95631     0.94952],Good,Good,0.8305819
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(1),2,[    0.94024     0.94479],Good,Good,0.83397925
2025-01-07,2025-01-07_11_13_54_(18639)_mackerel_input.jpeg,(18639)_(2),2,[    0.94024     0.94479],Good,Good,0.9549861
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(1),2,[    0.95451     0.95464],Good,Bad,Softness-0.025183875113725662
2025-01-07,2025-01-07_11_05_13_(18602)_mackerel_input.jpeg,(18602)_(2),2,[    0.95451     0.95464],Good,Good,0.8375874
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(1),2,[      0.942     0.94938],Good,Good,0.34615594
2025-01-07,2025-01-07_11_12_33_(18632)_mackerel_input.jpeg,(18632)_(2),2,[      0.942     0.94938],Good,Good,0.97291744
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(1),2,[    0.94445     0.95481],Good,Good,0.6373416
2025-01-07,2025-01-07_11_11_10_(18624)_mackerel_input.jpeg,(18624)_(2),2,[    0.94445     0.95481],Good,Good,0.7291326
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(1),2,[    0.95081     0.95778],Good,Good,0.95739657
2025-01-07,2025-01-07_10_58_53_(18569)_mackerel_input.jpeg,(18569)_(2),2,[    0.95081     0.95778],Good,Good,0.9198246
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(1),2,[    0.94484     0.94591],Good,Good,0.9610863
2025-01-07,2025-01-07_11_04_35_(18598)_mackerel_input.jpeg,(18598)_(2),2,[    0.94484     0.94591],Good,Good,0.41446593
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(1),2,[    0.94771     0.95893],Good,Good,0.89988655
2025-01-07,2025-01-07_11_10_06_(18618)_mackerel_input.jpeg,(18618)_(2),2,[    0.94771     0.95893],Good,Good,0.93345666
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(1),2,[    0.93914     0.95047],Good,Good,0.49049762
2025-01-07,2025-01-07_11_02_25_(18586)_mackerel_input.jpeg,(18586)_(2),2,[    0.93914     0.95047],Good,Good,0.9830267
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(1),2,[    0.93874      0.9269],Good,Good,0.94264287
2025-01-07,2025-01-07_10_57_47_(18565)_mackerel_input.jpeg,(18565)_(2),2,[    0.93874      0.9269],Good,Good,0.92272395
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(1),2,[    0.94448     0.95076],Good,Good,0.9580658
2025-01-07,2025-01-07_11_05_57_(18606)_mackerel_input.jpeg,(18606)_(2),2,[    0.94448     0.95076],Good,Bad,Softness-0.07339172065258026
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(1),2,[     0.9465      0.9382],Good,Good,0.9637004
2025-01-07,2025-01-07_11_11_53_(18628)_mackerel_input.jpeg,(18628)_(2),2,[     0.9465      0.9382],Good,Good,0.58466446
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(1),2,[    0.95837     0.95657],Good,Good,0.892751
2025-01-07,2025-01-07_10_54_42_(18552)_mackerel_input.jpeg,(18552)_(2),2,[    0.95837     0.95657],Good,Good,0.9211017
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(1),2,[    0.95093     0.96009],Good,Good,0.8693706
2025-01-07,2025-01-07_10_53_25_(18548)_mackerel_input.jpeg,(18548)_(2),2,[    0.95093     0.96009],Good,Good,0.94148505
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(1),2,[    0.94367     0.93905],Good,Good,0.77712804
2025-01-07,2025-01-07_11_10_46_(18622)_mackerel_input.jpeg,(18622)_(2),2,[    0.94367     0.93905],Good,Good,0.92731094
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(1),2,[    0.94618     0.94478],Good,Good,0.65712196
2025-01-07,2025-01-07_11_05_47_(18605)_mackerel_input.jpeg,(18605)_(2),2,[    0.94618     0.94478],Good,Good,0.6050073
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(1),2,[    0.93971     0.94226],Good,Good,0.6975492
2025-01-07,2025-01-07_10_54_30_(18550)_mackerel_input.jpeg,(18550)_(2),2,[    0.93971     0.94226],Good,Good,0.67649186
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(1),2,[    0.93912     0.94591],Good,Good,0.8103378
2025-01-07,2025-01-07_11_02_42_(18588)_mackerel_input.jpeg,(18588)_(2),2,[    0.93912     0.94591],Good,Good,0.89160794
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(1),2,[    0.95223     0.94291],Good,Good,0.6785689
2025-01-07,2025-01-07_10_56_39_(18560)_mackerel_input.jpeg,(18560)_(2),2,[    0.95223     0.94291],Good,Good,0.332833
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(1),2,[    0.94694     0.94536],Good,Good,0.6365566
2025-01-07,2025-01-07_10_52_36_(18542)_mackerel_input.jpeg,(18542)_(2),2,[    0.94694     0.94536],Good,Good,0.3829176
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(1),2,[    0.94897     0.93989],Good,Good,0.768811
2025-01-07,2025-01-07_11_13_28_(18638)_mackerel_input.jpeg,(18638)_(2),2,[    0.94897     0.93989],Good,Good,0.9846817
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(1),2,[    0.93918     0.95209],Good,Good,0.8442713
2025-01-07,2025-01-07_10_55_28_(18558)_mackerel_input.jpeg,(18558)_(2),2,[    0.93918     0.95209],Good,Good,0.40566468
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(1),2,[    0.94097     0.94346],Good,Good,0.9933688
2025-01-07,2025-01-07_11_01_47_(18585)_mackerel_input.jpeg,(18585)_(2),2,[    0.94097     0.94346],Good,Good,0.609272
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(1),2,[    0.95212     0.93953],Good,Good,0.44419026
2025-01-07,2025-01-07_11_02_32_(18587)_mackerel_input.jpeg,(18587)_(2),2,[    0.95212     0.93953],Good,Good,0.47790608
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(1),2,[    0.93265     0.94336],Good,Good,0.5877491
2025-01-07,2025-01-07_10_55_06_(18555)_mackerel_input.jpeg,(18555)_(2),2,[    0.93265     0.94336],Good,Good,0.69450796
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(1),2,[    0.95184     0.95181],Good,Good,0.87270814
2025-01-07,2025-01-07_11_13_09_(18636)_mackerel_input.jpeg,(18636)_(2),2,[    0.95184     0.95181],Good,Good,0.8623273
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(1),2,[    0.94815     0.94836],Good,Good,0.4127052
2025-01-07,2025-01-07_10_51_00_(18537)_mackerel_input.jpeg,(18537)_(2),2,[    0.94815     0.94836],Good,Good,0.91719663
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(1),2,[    0.95748     0.95626],Good,Good,0.95304924
2025-01-07,2025-01-07_11_02_58_(18590)_mackerel_input.jpeg,(18590)_(2),2,[    0.95748     0.95626],Good,Good,0.508342
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(1),2,[    0.94789     0.94712],Good,Good,0.9023581
2025-01-07,2025-01-07_10_59_30_(18573)_mackerel_input.jpeg,(18573)_(2),2,[    0.94789     0.94712],Good,Good,0.89496386
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(1),2,[    0.91817     0.94288],Good,Good,0.70919204
2025-01-07,2025-01-07_11_06_25_(18609)_mackerel_input.jpeg,(18609)_(2),2,[    0.91817     0.94288],Good,Good,0.8504324
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(1),2,[     0.9531     0.94684],Good,Good,0.8524966
2025-01-07,2025-01-07_10_52_49_(18544)_mackerel_input.jpeg,(18544)_(2),2,[     0.9531     0.94684],Good,Good,0.3405078
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(1),2,[     0.9442      0.9478],Good,Good,0.8921615
2025-01-07,2025-01-07_10_59_38_(18574)_mackerel_input.jpeg,(18574)_(2),2,[     0.9442      0.9478],Good,Good,0.9481547
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(1),2,[    0.95152     0.95715],Good,Good,0.98834956
2025-01-07,2025-01-07_11_05_05_(18601)_mackerel_input.jpeg,(18601)_(2),2,[    0.95152     0.95715],Good,Good,0.56622994
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(1),2,[    0.94596     0.93864],Good,Good,0.73401177
2025-01-07,2025-01-07_10_53_13_(18547)_mackerel_input.jpeg,(18547)_(2),2,[    0.94596     0.93864],Good,Good,0.2654505
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(1),2,[     0.9481     0.93084],Good,Good,0.9934898
2025-01-07,2025-01-07_11_01_07_(18580)_mackerel_input.jpeg,(18580)_(2),2,[     0.9481     0.93084],Good,Good,0.6725772
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(1),2,[    0.94239     0.95136],Good,Good,0.70940244
2025-01-07,2025-01-07_11_03_35_(18593)_mackerel_input.jpeg,(18593)_(2),2,[    0.94239     0.95136],Good,Good,0.5084772
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(1),2,[    0.95674     0.95318],Good,Good,0.7366717
2025-01-07,2025-01-07_11_14_43_(18645)_mackerel_input.jpeg,(18645)_(2),2,[    0.95674     0.95318],Good,Good,0.9863358
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(1),2,[    0.94035      0.9395],Good,Good,0.9319326
2025-01-07,2025-01-07_11_03_24_(18592)_mackerel_input.jpeg,(18592)_(2),2,[    0.94035      0.9395],Good,Good,0.97495353
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(1),2,[    0.94207     0.94673],Good,Good,0.96588486
2025-01-07,2025-01-07_10_59_11_(18571)_mackerel_input.jpeg,(18571)_(2),2,[    0.94207     0.94673],Good,Good,0.94508034
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(1),2,[    0.94608     0.95792],Good,Good,0.57515216
2025-01-07,2025-01-07_10_54_51_(18553)_mackerel_input.jpeg,(18553)_(2),2,[    0.94608     0.95792],Good,Good,0.91308033
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(1),2,[    0.94397     0.95349],Good,Good,0.3153594
2025-01-07,2025-01-07_11_05_32_(18604)_mackerel_input.jpeg,(18604)_(2),2,[    0.94397     0.95349],Good,Good,0.7668503
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(1),2,[     0.9504      0.9539],Good,Good,0.97428584
2025-01-07,2025-01-07_11_12_03_(18629)_mackerel_input.jpeg,(18629)_(2),2,[     0.9504      0.9539],Good,Good,0.78633904
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(1),2,[    0.94824     0.94962],Good,Good,0.77648115
2025-01-07,2025-01-07_11_13_01_(18635)_mackerel_input.jpeg,(18635)_(2),2,[    0.94824     0.94962],Good,Good,0.99378246
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(1),2,[    0.93521     0.94814],Good,Good,0.90302783
2025-01-07,2025-01-07_11_02_49_(18589)_mackerel_input.jpeg,(18589)_(2),2,[    0.93521     0.94814],Good,Good,0.9859736
2025-01-07,2025-01-07_11_09_31_(18615)_mackerel_input.jpeg,(18615)_(1),2,[    0.95561     0.93498],Good,Bad,Softness-0.2430865317583084
2025-01-07,2025-01-07_11_09_31_(18615)_mackerel_input.jpeg,(18615)_(2),2,[    0.95561     0.93498],Good,Good,0.398745
2025-01-07,2025-01-07_11_09_45_(18616)_mackerel_input.jpeg,(18616)_(1),2,[    0.96019     0.94966],Good,Good,0.76239353
2025-01-07,2025-01-07_11_09_45_(18616)_mackerel_input.jpeg,(18616)_(2),2,[    0.96019     0.94966],Good,Good,0.88229936
2025-01-07,2025-01-07_11_13_18_(18637)_mackerel_input.jpeg,(18637)_(1),2,[    0.93706     0.95263],Good,Good,0.46544784
2025-01-07,2025-01-07_11_13_18_(18637)_mackerel_input.jpeg,(18637)_(2),2,[    0.93706     0.95263],Good,Good,0.847026
2025-01-07,2025-01-07_11_04_57_(18600)_mackerel_input.jpeg,(18600)_(1),2,[    0.94379     0.93551],Good,Good,0.93531746
2025-01-07,2025-01-07_11_04_57_(18600)_mackerel_input.jpeg,(18600)_(2),2,[    0.94379     0.93551],Good,Good,0.58896685
2025-01-07,2025-01-07_10_57_11_(18563)_mackerel_input.jpeg,(18563)_(1),2,[    0.94519      0.9574],Good,Good,0.974907
2025-01-07,2025-01-07_10_57_11_(18563)_mackerel_input.jpeg,(18563)_(2),2,[    0.94519      0.9574],Good,Bad,Softness-0.21930888295173645
2025-01-07,2025-01-07_10_55_20_(18557)_mackerel_input.jpeg,(18557)_(1),2,[    0.94921     0.94752],Good,Good,0.52098954
2025-01-07,2025-01-07_10_55_20_(18557)_mackerel_input.jpeg,(18557)_(2),2,[    0.94921     0.94752],Good,Good,0.900474
2025-01-07,2025-01-07_10_57_55_(18566)_mackerel_input.jpeg,(18566)_(1),2,[    0.94291     0.95685],Good,Good,0.8161422
2025-01-07,2025-01-07_10_57_55_(18566)_mackerel_input.jpeg,(18566)_(2),2,[    0.94291     0.95685],Good,Good,0.75631636
2025-01-07,2025-01-07_11_14_35_(18644)_mackerel_input.jpeg,(18644)_(1),2,[    0.94565     0.94562],Good,Good,0.9619551
2025-01-07,2025-01-07_11_14_35_(18644)_mackerel_input.jpeg,(18644)_(2),2,[    0.94565     0.94562],Good,Good,0.44551316
2025-01-07,2025-01-07_11_14_27_(18643)_mackerel_input.jpeg,(18643)_(1),2,[    0.95493     0.95285],Good,Good,0.9593414
2025-01-07,2025-01-07_11_14_27_(18643)_mackerel_input.jpeg,(18643)_(2),2,[    0.95493     0.95285],Good,Good,0.9274863
2025-01-07,2025-01-07_11_03_53_(18595)_mackerel_input.jpeg,(18595)_(1),2,[    0.93347     0.94727],Good,Good,0.7573556
2025-01-07,2025-01-07_11_03_53_(18595)_mackerel_input.jpeg,(18595)_(2),2,[    0.93347     0.94727],Good,Good,0.95026016
2025-01-07,2025-01-07_11_11_32_(18626)_mackerel_input.jpeg,(18626)_(1),2,[    0.95089     0.94385],Good,Good,0.94030553
2025-01-07,2025-01-07_11_11_32_(18626)_mackerel_input.jpeg,(18626)_(2),2,[    0.95089     0.94385],Good,Good,0.97885627
2025-01-07,2025-01-07_11_12_43_(18633)_mackerel_input.jpeg,(18633)_(1),2,[    0.94826      0.9523],Good,Good,0.9258584
2025-01-07,2025-01-07_11_12_43_(18633)_mackerel_input.jpeg,(18633)_(2),2,[    0.94826      0.9523],Good,Good,0.71244645
2025-01-07,2025-01-07_10_59_55_(18576)_mackerel_input.jpeg,(18576)_(1),2,[    0.95419     0.95307],Good,Good,0.9575082
2025-01-07,2025-01-07_10_59_55_(18576)_mackerel_input.jpeg,(18576)_(2),2,[    0.95419     0.95307],Good,Good,0.8295964
2025-01-07,2025-01-07_11_09_54_(18617)_mackerel_input.jpeg,(18617)_(1),2,[    0.94862     0.95339],Good,Good,0.9159764
2025-01-07,2025-01-07_11_09_54_(18617)_mackerel_input.jpeg,(18617)_(2),2,[    0.94862     0.95339],Good,Good,0.9238012
2025-01-07,2025-01-07_10_51_12_(18539)_mackerel_input.jpeg,(18539)_(1),2,[    0.95166     0.94738],Good,Good,0.69468415
2025-01-07,2025-01-07_10_51_12_(18539)_mackerel_input.jpeg,(18539)_(2),2,[    0.95166     0.94738],Good,Good,0.8932185
2025-01-07,2025-01-07_10_54_59_(18554)_mackerel_input.jpeg,(18554)_(1),2,[    0.95322     0.94184],Good,Good,0.8282829
